"","Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","ForStrat.Value","ForStrat.Certainty","ForStrat.Comment","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","Activity.Source","Activity.Certainty","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"4582","Babyrousa babyrussa","Suidae",0,0,0,0,0,0,40,0,0,60,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",1e+05,"Ref_117",1,"Babyrousa babyrussa",9441445,2461,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Babyrousa","babyrussa","(Linnaeus, 1758)","Vulnerable","Decreasing","Global"
"4583","Babyrousa togeanensis","Suidae",10,0,0,0,10,0,20,0,0,60,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",1e+05,"Ref_2, Ref_3",0,"Babyrousa togeanensis",44143172,136472,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Babyrousa","togeanensis","(Sody, 1949)","Endangered","Decreasing","Global"
"4584","Babyrousa celebensis","Suidae",10,0,0,0,10,0,20,0,0,60,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",1e+05,"Ref_2, Ref_3",0,"Babyrousa celebensis",44142964,136446,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Babyrousa","celebensis","(Deninger, 1909)","Vulnerable","Decreasing","Global"
"4585","Phacochoerus africanus","Suidae",0,0,0,0,0,10,10,0,0,80,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",82500,"Ref_117",1,"Phacochoerus africanus",109669842,41768,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Phacochoerus","africanus","(Gmelin, 1788)","Least Concern","Decreasing","Global"
"4586","Phacochoerus aethiopicus","Suidae",0,0,0,0,0,10,10,0,0,80,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",71000.27,"Ref_117",1,"Phacochoerus aethiopicus",99376685,41767,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Phacochoerus","aethiopicus","(Pallas, 1766)","Least Concern","Decreasing","Global"
"4587","Hylochoerus meinertzhageni","Suidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",188500,"Ref_117",1,"Hylochoerus meinertzhageni",100471546,41769,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Hylochoerus","meinertzhageni","Thomas, 1904","Least Concern","Decreasing","Global"
"4588","Potamochoerus larvatus","Suidae",0,10,10,0,0,0,40,0,0,40,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",48781.25,"Ref_117",1,"Potamochoerus larvatus",44140926,41770,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Potamochoerus","larvatus","(F. Cuvier, 1822)","Least Concern","Stable","Global"
"4589","Potamochoerus porcus","Suidae",0,10,10,0,0,0,40,0,0,40,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",70000.32,"Ref_117",1,"Potamochoerus porcus",100469961,41771,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","SUIDAE","Potamochoerus","porcus","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"4590","Catagonus wagneri","Tayassuidae",0,0,0,0,0,0,0,0,30,70,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",35566.41,"Ref_117",1,"Catagonus wagneri",72587993,4015,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TAYASSUIDAE","Catagonus","wagneri","(Rusconi, 1930)","Endangered","Decreasing","Global"
"4591","Pecari tajacu","Tayassuidae",10,0,20,0,0,0,10,0,0,60,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",21266.69,"Ref_117",1,"Pecari tajacu",10562361,41777,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TAYASSUIDAE","Pecari","tajacu","(Linnaeus, 1758)","Least Concern","Stable","Global"
"4592","Tayassu pecari","Tayassuidae",10,0,0,0,10,0,30,0,30,20,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",32233.69,"Ref_117",1,"Tayassu pecari",44051115,41778,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TAYASSUIDAE","Tayassu","pecari","(Link, 1795)","Vulnerable","Decreasing","Global"
"4593","Hippopotamus amphibius","Hippopotamidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",1417489.99,"Ref_117",1,"Hippopotamus amphibius",18567364,10103,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","HIPPOPOTAMIDAE","Hippopotamus","amphibius","Linnaeus, 1758","Vulnerable","Stable","Global"
"4594","Vicugna vicugna","Camelidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",47499.61,"Ref_117",1,"Vicugna vicugna",145360542,22956,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","CAMELIDAE","Vicugna","vicugna","(Molina, 1782)","Least Concern","Increasing","Global"
"4595","Neotragus pygmaeus","Bovidae",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",4000,"Ref_117",1,"Neotragus pygmaeus",50190835,14602,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Neotragus","pygmaeus","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"4596","Neotragus batesi","Bovidae",0,0,0,0,0,0,20,0,10,70,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",2999.99,"Ref_117",1,"Neotragus batesi",50190946,14603,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Neotragus","batesi","de Winton, 1903","Least Concern","Unknown","Global"
"4597","Oreotragus oreotragus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",12999.9,"Ref_117",1,"Oreotragus oreotragus",50191264,15485,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Oreotragus","oreotragus","(Zimmermann, 1783)","Least Concern","Stable","Global"
"4598","Ammodorcas clarkei","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_3","D2",28049.81,"Ref_117",1,"Ammodorcas clarkei",50181613,1141,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ammodorcas","clarkei","(Thomas, 1891)","Vulnerable","Decreasing","Global"
"4599","Antidorcas marsupialis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",31500,"Ref_117",1,"Antidorcas marsupialis",115056763,1676,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Antidorcas","marsupialis","(Zimmermann, 1780)","Least Concern","Increasing","Global"
"4600","Antilope cervicapra","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",37500,"Ref_117",1,"Antilope cervicapra",50181949,1681,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Antilope","cervicapra","(Linnaeus, 1758)","Least Concern","Unknown","Global"
"4601","Dorcatragus megalotis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",10249.91,"Ref_117",1,"Dorcatragus megalotis",50185898,6793,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Dorcatragus","megalotis","(Menges, 1894)","Vulnerable","Decreasing","Global"
"4602","Eudorcas thomsonii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",22907.43,"Ref_58",1,"Eudorcas thomsonii",50188023,8982,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Eudorcas","thomsonii","(Günther, 1884)","Least Concern","Decreasing","Global"
"4603","Eudorcas rufifrons","Bovidae",0,0,0,0,0,0,0,0,20,80,"Ref_61","ABC","G","A","",0,1,1,"Ref_1","ABC",26999.77,"Ref_58",1,"Eudorcas rufifrons",50187042,8973,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Eudorcas","rufifrons","(Gray, 1846)","Vulnerable","Decreasing","Global"
"4604","Gazella subgutturosa","Bovidae",0,0,0,0,0,0,0,0,10,90,"Ref_62","ABC","G","A","",0,1,1,"Ref_1","ABC",28500,"Ref_117",1,"Gazella subgutturosa",50187422,8976,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","subgutturosa","(Güldenstädt, 1780)","Vulnerable","Decreasing","Global"
"4605","Gazella spekei","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_61","ABC","G","A","",0,1,1,"Ref_1","ABC",20000,"Ref_117",1,"Gazella spekei",50187314,8975,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","spekei","Blyth, 1863","Endangered","Decreasing","Global"
"4606","Gazella gazella","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_55","ABC","G","A","",0,1,1,"Ref_1","ABC",22749.93,"Ref_117",1,"Gazella gazella",50186574,8989,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","gazella","(Pallas, 1766)","Endangered","Decreasing","Global"
"4607","Gazella dorcas","Bovidae",0,0,0,0,0,0,20,0,0,80,"Ref_114","ABC","G","A","",0,1,1,"Ref_1","ABC",23000.11,"Ref_117",1,"Gazella dorcas",50186334,8969,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","dorcas","(Linnaeus, 1758)","Vulnerable","Decreasing","Global"
"4608","Gazella arabica","Bovidae",0,0,0,0,0,0,0,0,10,90,"Ref_2","D1","G","A","",0,1,1,"Ref_1","ABC",12000,"Ref_117",1,"Gazella arabica",88018124,117582065,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","arabica","(Lichtenstein, 1827)","Vulnerable","Decreasing","Global"
"4609","Gazella cuvieri","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_69","ABC","G","A","",0,1,1,"Ref_1","ABC",25000,"Ref_117",1,"Gazella cuvieri",50186003,8967,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","cuvieri","(Ogilby, 1841)","Vulnerable","Decreasing","Global & Mediterranean"
"4610","Gazella saudiya","Bovidae",0,0,0,0,0,0,0,0,10,90,"Ref_2","D1","G","A","",0,1,1,"Ref_1","ABC",16000,"Ref_117",1,"Gazella saudiya",50187890,8980,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","saudiya","Carruthers &amp; Schwarz, 1935","Extinct","Unknown","Global"
"4611","Gazella leptoceros","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_61","ABC","G","A","",0,1,1,"Ref_1","ABC",22200,"Ref_117",1,"Gazella leptoceros",50186909,8972,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","leptoceros","(F. Cuvier, 1842)","Endangered","Decreasing","Global"
"4612","Gazella bennettii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1","G","A","",0,1,1,"Ref_1","ABC",18916.67,"Ref_117",1,"Gazella bennettii",50187762,8978,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Gazella","bennettii","(Sykes, 1831)","Least Concern","Decreasing","Global"
"4613","Litocranius walleri","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",37999.69,"Ref_117",1,"Litocranius walleri",50190292,12142,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Litocranius","walleri","(Brooke, 1879)","Near Threatened","Decreasing","Global"
"4614","Madoqua kirkii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5300.05,"Ref_117",1,"Madoqua kirkii",50190709,12670,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Madoqua","kirkii","(Günther, 1880)","Least Concern","Stable","Global"
"4615","Madoqua saltiana","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3249.97,"Ref_117",1,"Madoqua saltiana",50190537,12668,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Madoqua","saltiana","(de Blainville, 1816)","Least Concern","Stable","Global"
"4616","Madoqua piacentinii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",2500,"Ref_117",1,"Madoqua piacentinii",50190430,12667,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Madoqua","piacentinii","Drake-Brockman, 1911","Data Deficient","Decreasing","Global"
"4617","Madoqua guentheri","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7499.98,"Ref_117",1,"Madoqua guentheri",50190613,12669,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Madoqua","guentheri","Thomas, 1894","Least Concern","Stable","Global"
"4618","Nanger granti","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_61","ABC","G","A","",0,1,1,"Ref_1","ABC",55464.46,"Ref_58",1,"Nanger granti",50186774,8971,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Nanger","granti","(Brooke, 1872)","Least Concern","Decreasing","Global"
"4619","Nanger soemmerringii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1","G","A","",0,1,1,"Ref_1","ABC",41582.93,"Ref_58",1,"Nanger soemmerringii",50197739,63541,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Nanger","soemmerringii","(Cretzschmar, 1826)","Vulnerable","Decreasing","Global"
"4620","Nanger dama","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",71424.81,"Ref_58",1,"Nanger dama",50186128,8968,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Nanger","dama","(Pallas, 1766)","Critically Endangered","Decreasing","Global"
"4621","Ourebia ourebi","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",17250.04,"Ref_117",1,"Ourebia ourebi",50192202,15730,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ourebia","ourebi","(Zimmermann, 1783)","Least Concern","Decreasing","Global"
"4622","Procapra gutturosa","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",27750,"Ref_117",1,"Procapra gutturosa",115142812,18232,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Procapra","gutturosa","(Pallas, 1777)","Least Concern","Stable","Global"
"4623","Procapra przewalskii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",27500,"Ref_117",1,"Procapra przewalskii",50192807,18230,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Procapra","przewalskii","(Büchner, 1891)","Endangered","Increasing","Global"
"4624","Procapra picticaudata","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",20000,"Ref_117",1,"Procapra picticaudata",115142581,18231,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Procapra","picticaudata","Hodgson, 1846","Near Threatened","Decreasing","Global"
"4625","Raphicerus melanotis","Bovidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",10249.91,"Ref_117",1,"Raphicerus melanotis",50193334,19306,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Raphicerus","melanotis","(Thunberg, 1811)","Least Concern","Stable","Global"
"4626","Raphicerus sharpei","Bovidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",9499.92,"Ref_117",1,"Raphicerus sharpei",50193414,19307,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Raphicerus","sharpei","Thomas, 1897","Least Concern","Stable","Global"
"4627","Raphicerus campestris","Bovidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",10500.02,"Ref_117",1,"Raphicerus campestris",50193533,19308,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Raphicerus","campestris","(Thunberg, 1811)","Least Concern","Stable","Global"
"4628","Saiga tatarica","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",29000,"Ref_117",1,"Saiga tatarica",50194357,19832,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Saiga","tatarica","(Linnaeus, 1766)","Critically Endangered","Decreasing","Global"
"4629","Tetracerus quadricornis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_3","D2",19000,"Ref_117",1,"Tetracerus quadricornis",50195368,21661,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tetracerus","quadricornis","(de Blainville, 1816)","Vulnerable","Decreasing","Global"
"4630","Tragelaphus eurycerus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",329003.11,"Ref_117",1,"Tragelaphus eurycerus",115164600,22047,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tragelaphus","eurycerus","(Ogilbyi, 1837)","Near Threatened","Decreasing","Global"
"4631","Tragelaphus scriptus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",43250.39,"Ref_117",1,"Tragelaphus scriptus",115165242,22051,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tragelaphus","scriptus","(Pallas, 1766)","Least Concern","Stable","Global"
"4632","Tragelaphus strepsiceros","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",213501.04,"Ref_117",1,"Tragelaphus strepsiceros",166487759,22054,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tragelaphus","strepsiceros","(Pallas, 1766)","Least Concern","Stable","Global"
"4633","Tragelaphus angasii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",86600.42,"Ref_117",1,"Tragelaphus angasii",115165681,22052,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tragelaphus","angasii","Angas, 1849","Least Concern","Stable","Global"
"4634","Tragelaphus imberbis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",81575.55,"Ref_117",1,"Tragelaphus imberbis",115165887,22053,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tragelaphus","imberbis","(Blyth, 1869)","Near Threatened","Decreasing","Global"
"4635","Tragelaphus buxtoni","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",215000.76,"Ref_117",1,"Tragelaphus buxtoni",115164345,22046,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tragelaphus","buxtoni","(Lydekker, 1910)","Endangered","Decreasing","Global"
"4636","Tragelaphus spekii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",77999.17,"Ref_117",1,"Tragelaphus spekii",115164901,22050,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Tragelaphus","spekii","Speke, 1863","Least Concern","Decreasing","Global"
"4637","Bison bonasus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5e+05,"Ref_117",1,"Bison bonasus",9484719,2814,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Bison","bonasus","(Linnaeus, 1758)","Vulnerable","Increasing","Global"
"4638","Bison bison","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",579255.28,"Ref_117",1,"Bison bison",123789863,2815,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Bison","bison","(Linnaeus, 1758)","Near Threatened","Stable","Global"
"4639","Bos sauveli","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",8e+05,"Ref_117",1,"Bos sauveli",46363360,2890,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Bos","sauveli","Urbain, 1937","Critically Endangered","Decreasing","Global"
"4640","Bos javanicus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",625000,"Ref_117",1,"Bos javanicus",46362970,2888,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Bos","javanicus","d'Alton, 1823","Endangered","Decreasing","Global"
"4641","Boselaphus tragocamelus","Bovidae",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",169000,"Ref_117",1,"Boselaphus tragocamelus",115064758,2893,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Boselaphus","tragocamelus","(Pallas, 1766)","Least Concern","Stable","Global"
"4642","Bubalus quarlesi","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",150000,"Ref_117",1,"Bubalus quarlesi",46364433,3128,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Bubalus","quarlesi","(Ouwens, 1910)","Endangered","Decreasing","Global"
"4643","Bubalus mindorensis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",233333.33,"Ref_117",1,"Bubalus mindorensis",50737640,3127,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Bubalus","mindorensis","Heude, 1888","Critically Endangered","Decreasing","Global"
"4644","Bubalus depressicornis","Bovidae",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3e+05,"Ref_117",1,"Bubalus depressicornis",46364222,3126,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Bubalus","depressicornis","(C.H. Smith, 1827)","Endangered","Decreasing","Global"
"4645","Pseudoryx nghetinhensis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_106","ABC","G","A","",1,1,1,"Ref_3","D2",97842.2,"Ref_58",1,"Pseudoryx nghetinhensis",166485696,18597,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Pseudoryx","nghetinhensis","Dung, Giao, Chinh, Touc, Arctander &amp; MacKinnon, 1993","Critically Endangered","Decreasing","Global"
"4646","Syncerus caffer","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",580002.68,"Ref_117",1,"Syncerus caffer",50195031,21251,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Syncerus","caffer","(Sparrman, 1779)","Near Threatened","Decreasing","Global"
"4647","Kobus kob","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",78500.06,"Ref_117",1,"Kobus kob",50189609,11036,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Kobus","kob","(Erxleben, 1777)","Least Concern","Decreasing","Global"
"4648","Kobus leche","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",110749.05,"Ref_117",1,"Kobus leche",50189021,11033,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Kobus","leche","Gray, 1850","Near Threatened","Decreasing","Global"
"4649","Kobus megaceros","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",87500.39,"Ref_117",1,"Kobus megaceros",50189177,11034,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Kobus","megaceros","(Fitzinger, 1855)","Endangered","Decreasing","Global"
"4650","Kobus vardonii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",71500.65,"Ref_117",1,"Kobus vardonii",50189881,11037,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Kobus","vardonii","(Livingstone, 1857)","Near Threatened","Decreasing","Global"
"4651","Kobus ellipsiprymnus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",210000.34,"Ref_117",1,"Kobus ellipsiprymnus",50189324,11035,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Kobus","ellipsiprymnus","(Ogilbyi, 1833)","Least Concern","Decreasing","Global"
"4652","Pelea capreolus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",20000,"Ref_117",1,"Pelea capreolus",50192715,16484,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Pelea","capreolus","(Forster, 1790)","Near Threatened","Decreasing","Global"
"4653","Redunca arundinum","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",58000.27,"Ref_117",1,"Redunca arundinum",50193692,19390,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Redunca","arundinum","(Boddaert, 1785)","Least Concern","Stable","Global"
