"","Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","ForStrat.Value","ForStrat.Certainty","ForStrat.Comment","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","Activity.Source","Activity.Certainty","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"4654","Redunca fulvorufula","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",29499.86,"Ref_117",1,"Redunca fulvorufula",50193881,19391,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Redunca","fulvorufula","(Afzelius, 1815)","Endangered","Decreasing","Global"
"4655","Redunca redunca","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",44050.41,"Ref_117",1,"Redunca redunca",50194059,19392,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Redunca","redunca","(Pallas, 1767)","Least Concern","Decreasing","Global"
"4656","Aepyceros melampus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",52500.08,"Ref_117",1,"Aepyceros melampus",50180828,550,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Aepyceros","melampus","(Lichtenstein, 1812)","Least Concern","Stable","Global"
"4657","Alcelaphus buselaphus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",171001.53,"Ref_117",1,"Alcelaphus buselaphus",143160967,811,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Alcelaphus","buselaphus","(Pallas, 1766)","Least Concern","Decreasing","Global"
"4658","Beatragus hunteri","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",79132.17,"Ref_58",1,"Beatragus hunteri",50185297,6234,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Beatragus","hunteri","(P.L. Sclater, 1889)","Critically Endangered","Decreasing","Global"
"4659","Connochaetes taurinus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",179998.96,"Ref_117",1,"Connochaetes taurinus",163322525,5229,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Connochaetes","taurinus","(Burchell, 1823)","Least Concern","Stable","Global"
"4660","Connochaetes gnou","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",179998.96,"Ref_117",1,"Connochaetes gnou",50184962,5228,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Connochaetes","gnou","(Zimmermann, 1780)","Least Concern","Increasing","Global"
"4661","Damaliscus pygargus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",102000,"Ref_117",1,"Damaliscus pygargus",50197331,30208,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Damaliscus","pygargus","(Pallas, 1767)","Least Concern","Increasing","Global"
"4662","Damaliscus lunatus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",136000.34,"Ref_117",1,"Damaliscus lunatus",50185422,6235,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Damaliscus","lunatus","(Burchell, 1824)","Least Concern","Decreasing","Global"
"4663","Ammotragus lervia","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_3","D2",48000,"Ref_117",1,"Ammotragus lervia",3288917,1151,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ammotragus","lervia","(Pallas, 1777)","Vulnerable","Decreasing","Global"
"4664","Budorcas taxicolor","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",302000,"Ref_117",1,"Budorcas taxicolor",9643719,3160,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Budorcas","taxicolor","Hodgson, 1850","Vulnerable","Decreasing","Global"
"4665","Capra falconeri","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",41000,"Ref_117",1,"Capra falconeri",97218336,3787,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capra","falconeri","(Wagner, 1839)","Near Threatened","Increasing","Global"
"4666","Capra ibex","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",85166.51,"Ref_117",1,"Capra ibex",10695445,42397,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capra","ibex","Linnaeus, 1758","Least Concern","Increasing","Global & Europe"
"4667","Capra caucasica","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",55000,"Ref_117",1,"Capra caucasica",10088217,3794,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capra","caucasica","Güldenstädt &amp; Pallas, 1783","Endangered","Decreasing","Global"
"4668","Capra nubiana","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",62624.84,"Ref_117",1,"Capra nubiana",10084254,3796,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capra","nubiana","F. Cuvier, 1825","Vulnerable","Decreasing","Global"
"4669","Capra pyrenaica","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",50000,"Ref_117",1,"Capra pyrenaica",10085397,3798,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capra","pyrenaica","Schinz, 1838","Least Concern","Increasing","Global, Europe & Mediterranean"
"4670","Capra sibirica","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",130000,"Ref_117",1,"Capra sibirica",10695735,42398,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capra","sibirica","(Pallas, 1776)","Least Concern","Unknown","Global"
"4671","Capra walie","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",1e+05,"Ref_117",1,"Capra walie",10089871,3797,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capra","walie","Rüppell, 1835","Endangered","Increasing","Global"
"4672","Capricornis swinhoei","Bovidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",69093.52,"Ref_2, Ref_3",0,"Capricornis swinhoei",10096148,3810,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capricornis","swinhoei","Gray, 1862","Least Concern","Unknown","Global"
"4673","Capricornis milneedwardsii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_31","ABC","G","A","",0,1,1,"Ref_1","ABC",69093.52,"Ref_2, Ref_3",0,"Capricornis milneedwardsii",10101852,3814,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capricornis","milneedwardsii","David, 1869","Near Threatened","Decreasing","Global"
"4674","Capricornis sumatraensis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_30","ABC","G","A","",0,1,1,"Ref_1","ABC",110942.22,"Ref_58",1,"Capricornis sumatraensis",10099434,3812,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capricornis","sumatraensis","(Bechstein, 1799)","Vulnerable","Decreasing","Global"
"4675","Capricornis rubidus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1","G","A","",0,1,1,"Ref_1","ABC",69093.52,"Ref_2, Ref_3",0,"Capricornis rubidus",10102774,3815,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capricornis","rubidus","Blyth, 1863","Near Threatened","Decreasing","Global"
"4676","Capricornis crispus","Bovidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",43030.64,"Ref_58",1,"Capricornis crispus",10097895,3811,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capricornis","crispus","(Temminck, 1836)","Least Concern","Increasing","Global"
"4677","Capricornis thar","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1","G","A","",0,1,1,"Ref_1","ABC",69093.52,"Ref_2, Ref_3",0,"Capricornis thar",10096556,3816,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Capricornis","thar","Hodgson, 1831","Near Threatened","Decreasing","Global"
"4678","Hemitragus jemlahicus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",35200,"Ref_117",1,"Hemitragus jemlahicus",13027389,9919,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Hemitragus","jemlahicus","(C.H. Smith, 1826)","Near Threatened","Decreasing","Global"
"4679","Naemorhedus caudatus","Bovidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",27000,"Ref_117",1,"Naemorhedus caudatus",4429742,14295,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Naemorhedus","caudatus","(Milne-Edwards, 1867)","Vulnerable","Decreasing","Global"
"4680","Naemorhedus goral","Bovidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",28500,"Ref_117",1,"Naemorhedus goral",4430073,14296,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Naemorhedus","goral","(Hardwicke, 1825)","Near Threatened","Decreasing","Global"
"4681","Naemorhedus griseus","Bovidae",0,0,0,0,0,0,0,0,10,90,"Ref_32","ABC","G","A","",0,1,1,"Ref_1","ABC",27655.49,"Ref_2, Ref_3",0,"Naemorhedus griseus",4430834,14303,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Naemorhedus","griseus","Milne-Edwards, 1871","Vulnerable","Decreasing","Global"
"4682","Naemorhedus baileyi","Bovidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",27487.5,"Ref_117",1,"Naemorhedus baileyi",4429442,14294,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Naemorhedus","baileyi","Pocock, 1914","Vulnerable","Decreasing","Global"
"4683","Oreamnos americanus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",72500.33,"Ref_117",1,"Oreamnos americanus",10727959,42680,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Oreamnos","americanus","(de Blainville, 1816)","Least Concern","Stable","Global"
"4684","Ovibos moschatus","Bovidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",0,1,1,"Ref_3","D2",340501.06,"Ref_117",1,"Ovibos moschatus",86066477,29684,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ovibos","moschatus","(Zimmermann, 1780)","Least Concern","Stable","Global"
"4685","Ovis canadensis","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",74644.88,"Ref_117",1,"Ovis canadensis",5075259,15735,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ovis","canadensis","Shaw, 1804","Least Concern","Stable","Global"
"4686","Ovis nivicola","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",90000,"Ref_117",1,"Ovis nivicola",5076357,15740,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ovis","nivicola","Eschcholtz, 1829","Least Concern","Unknown","Global"
"4687","Ovis dalli","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",55650.62,"Ref_117",1,"Ovis dalli",10179389,39250,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ovis","dalli","Nelson, 1884","Least Concern","Stable","Global"
"4688","Ovis ammon","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",180000,"Ref_117",1,"Ovis ammon",5074694,15733,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Ovis","ammon","(Linnaeus, 1758)","Near Threatened","Decreasing","Global"
"4689","Pantholops hodgsonii","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_1","ABC",27500,"Ref_117",1,"Pantholops hodgsonii",50192544,15967,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Pantholops","hodgsonii","(Abel, 1826)","Near Threatened","Increasing","Global"
"4690","Pseudois nayaur","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",45000,"Ref_117",1,"Pseudois nayaur",64313015,61513537,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Pseudois","nayaur","(Hodgson, 1833)","Least Concern","Unknown","Global"
"4691","Rupicapra pyrenaica","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_3","D2",30000,"Ref_117",1,"Rupicapra pyrenaica",9012711,19771,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Rupicapra","pyrenaica","Bonaparte, 1845","Least Concern","Increasing","Global, Europe & Mediterranean"
"4692","Rupicapra rupicapra","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,1,1,"Ref_3","D2",26100,"Ref_117",1,"Rupicapra rupicapra",10179647,39255,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Rupicapra","rupicapra","(Linnaeus, 1758)","Least Concern","Unknown","Global"
"4693","Cephalophus rufilatus","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",11999.97,"Ref_117",1,"Cephalophus rufilatus",50183959,4149,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","rufilatus","Gray, 1846","Least Concern","Decreasing","Global"
"4694","Cephalophus zebra","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",17500.08,"Ref_117",1,"Cephalophus zebra",50184648,4153,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","zebra","Gray, 1838","Vulnerable","Decreasing","Global"
"4695","Cephalophus weynsi","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",17000,"Ref_117",1,"Cephalophus weynsi",50184533,4152,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","weynsi","Thomas, 1901","Least Concern","Decreasing","Global"
"4696","Cephalophus silvicultor","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",72500.33,"Ref_117",1,"Cephalophus silvicultor",50184147,4150,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","silvicultor","(Afzelius, 1815)","Near Threatened","Decreasing","Global"
"4697","Cephalophus ogilbyi","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",20000,"Ref_117",1,"Cephalophus ogilbyi",50183770,4148,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","ogilbyi","(Waterhouse, 1838)","Least Concern","Decreasing","Global"
"4698","Cephalophus nigrifrons","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",13899.85,"Ref_117",1,"Cephalophus nigrifrons",50183573,4146,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","nigrifrons","Gray, 1871","Least Concern","Decreasing","Global"
"4699","Cephalophus natalensis","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",11999.97,"Ref_117",1,"Cephalophus natalensis",50183272,4144,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","natalensis","A. Smith, 1834","Least Concern","Decreasing","Global"
"4700","Cephalophus leucogaster","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",12699.89,"Ref_117",1,"Cephalophus leucogaster",50182823,4141,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","leucogaster","Gray, 1873","Near Threatened","Decreasing","Global"
"4701","Cephalophus adersi","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",9249.96,"Ref_117",1,"Cephalophus adersi",50182159,4137,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","adersi","Thomas, 1918","Vulnerable","Decreasing","Global"
"4702","Cephalophus jentinki","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",70000.32,"Ref_117",1,"Cephalophus jentinki",50182687,4140,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","jentinki","Thomas, 1892","Endangered","Decreasing","Global"
"4703","Cephalophus dorsalis","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",20000,"Ref_117",1,"Cephalophus dorsalis",166523704,4139,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","dorsalis","Gray, 1846","Near Threatened","Decreasing","Global"
"4704","Cephalophus callipygus","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",18249.88,"Ref_117",1,"Cephalophus callipygus",50182358,4138,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","callipygus","Peters, 1876","Least Concern","Decreasing","Global"
"4705","Cephalophus niger","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",20399.99,"Ref_117",1,"Cephalophus niger",50183437,4145,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","niger","Gray, 1846","Least Concern","Decreasing","Global"
"4706","Cephalophus spadix","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",56000.25,"Ref_117",1,"Cephalophus spadix",50184413,4151,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Cephalophus","spadix","True, 1890","Endangered","Decreasing","Global"
"4707","Philantomba maxwellii","Bovidae",0,10,0,0,0,0,30,0,0,60,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",8557.69,"Ref_58",1,"Philantomba maxwellii",50182944,4142,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Philantomba","maxwellii","(C.H. Smith, 1827)","Least Concern","Decreasing","Global"
"4708","Philantomba monticola","Bovidae",0,0,0,0,10,0,70,0,0,20,"Ref_111","ABC","G","A","",1,0,0,"Ref_1","ABC",4896.05,"Ref_58",1,"Philantomba monticola",50183103,4143,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Philantomba","monticola","(Thunberg, 1789)","Least Concern","Decreasing","Global"
"4709","Sylvicapra grimmia","Bovidae",0,10,0,0,0,0,20,0,0,70,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",19499.79,"Ref_117",1,"Sylvicapra grimmia",50194717,21203,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Sylvicapra","grimmia","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"4710","Addax nasomaculatus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",70000.32,"Ref_117",1,"Addax nasomaculatus",50180603,512,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Addax","nasomaculatus","(de Blainville, 1816)","Critically Endangered","Decreasing","Global"
"4711","Hippotragus equinus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",269997.66,"Ref_117",1,"Hippotragus equinus",50188287,10167,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Hippotragus","equinus","(É. Geoffroy Saint-Hilaire, 1803)","Least Concern","Decreasing","Global"
"4712","Hippotragus leucophaeus","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",150000,"Ref_117",1,"Hippotragus leucophaeus",50188573,10168,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Hippotragus","leucophaeus","(Pallas, 1766)","Extinct","Unknown","Global"
"4713","Hippotragus niger","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",227499.27,"Ref_117",1,"Hippotragus niger",50188654,10170,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Hippotragus","niger","(Harris, 1838)","Least Concern","Stable","Global"
"4714","Oryx leucoryx","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",87700,"Ref_117",1,"Oryx leucoryx",50191626,15569,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Oryx","leucoryx","(Pallas, 1777)","Vulnerable","Stable","Global"
"4715","Oryx beisa","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_61","ABC","G","A","",1,1,1,"Ref_2","D1",200576.52,"Ref_58",1,"Oryx beisa",50191877,15571,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Oryx","beisa","(Rüppell, 1835)","Endangered","Decreasing","Global"
"4716","Oryx dammah","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",2e+05,"Ref_117",1,"Oryx dammah",50191470,15568,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Oryx","dammah","(Cretzschmar, 1826)","Extinct in the Wild","Unknown","Global"
"4717","Oryx gazella","Bovidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",169001.28,"Ref_117",1,"Oryx gazella",166485425,15573,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","BOVIDAE","Oryx","gazella","(Linnaeus, 1758)","Least Concern","Stable","Global"
"4718","Hyemoschus aquaticus","Tragulidae",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",10850.01,"Ref_117",1,"Hyemoschus aquaticus",50188841,10341,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Hyemoschus","aquaticus","(Ogilby, 1841)","Least Concern","Decreasing","Global"
"4719","Moschiola meminna","Tragulidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",2938.14,"Ref_117",1,"Moschiola meminna",73575223,41779,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Moschiola","meminna","(Erxleben, 1777)","Least Concern","Unknown","Global"
"4720","Tragulus versicolor","Tragulidae",0,0,0,0,0,0,20,0,0,80,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",3706.24,"Ref_2, Ref_3",0,"Tragulus versicolor",61978789,136360,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Tragulus","versicolor","Thomas, 1910","Data Deficient","Decreasing","Global"
"4721","Tragulus williamsoni","Tragulidae",0,0,0,0,0,0,20,0,0,80,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",3706.24,"Ref_2, Ref_3",0,"Tragulus williamsoni",61978926,136533,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Tragulus","williamsoni","Kloss, 1916","Data Deficient","Decreasing","Global"
"4722","Tragulus nigricans","Tragulidae",0,0,0,0,0,0,20,0,0,80,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",3706.24,"Ref_2, Ref_3",0,"Tragulus nigricans",61977991,22065,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Tragulus","nigricans","Thomas, 1892","Endangered","Decreasing","Global"
"4723","Tragulus napu","Tragulidae",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",4950,"Ref_117",1,"Tragulus napu",61978315,41781,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Tragulus","napu","(F. Cuvier, 1822)","Least Concern","Decreasing","Global"
"4724","Tragulus kanchil","Tragulidae",0,0,0,0,0,0,20,0,0,80,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",3706.24,"Ref_2, Ref_3",0,"Tragulus kanchil",61978576,136297,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Tragulus","kanchil","(Raffles, 1821)","Least Concern","Unknown","Global"
"4725","Tragulus javanicus","Tragulidae",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",2775,"Ref_117",1,"Tragulus javanicus",61978138,41780,"ANIMALIA","CHORDATA","CETARTIODACTYLA","MAMMALIA","TRAGULIDAE","Tragulus","javanicus","(Osbeck, 1765)","Data Deficient","Unknown","Global"
